ID,Delay
1,0.2610517932993318
2,0.3236229090038836
3,0.3236229090038836
4,0.2758461794574594
5,0.3209302399455077
6,0.2855608303554974
7,0.2289207749785471
8,0.2818709004336067
9,0.2065385363318183
10,0.2000959941979559
11,0.2859538249655275
12,0.2996834907687893
13,0.2368107317518269
14,0.2758461794574594
15,0.1931594206343034
16,0.3209302399455077
17,0.2065385363318183
18,0.2996834907687893
19,0.2818709004336067
20,0.3213318828051276
21,0.2996834907687893
22,0.2289207749785471
23,0.3287929024720856
24,0.3122639240817687
25,0.2065385363318183
26,0.2758461794574594
27,0.3209302399455077
28,0.2331776702074571
29,0.2331776702074571
30,0.2445309165189184
31,0.2445309165189184
32,0.1931594206343034
33,0.3213318828051276
34,0.2000959941979559
35,0.2368107317518269
36,0.1931594206343034
37,0.2331776702074571
38,0.2445309165189184
39,0.2855608303554974
40,0.2855608303554974
41,0.3209302399455077
42,0.3122639240817687
43,0.2610517932993318
44,0.2610517932993318
45,0.3287929024720856
46,0.2610517932993318
47,0.3209302399455077
48,0.1931594206343034
49,0.3236229090038836
50,0.3287929024720856
51,0.2610517932993318
52,0.2996834907687893
53,0.2445309165189184
54,0.3213318828051276
55,0.3209302399455077
56,0.2000959941979559
57,0.2818709004336067
58,0.2065385363318183
59,0.3213318828051276
60,0.2610517932993318
61,0.3236229090038836
62,0.3209302399455077
63,0.2859538249655275
64,0.2331776702074571
65,0.2000959941979559
66,0.2445309165189184
67,0.3122639240817687
68,0.2445309165189184
69,0.2996834907687893
70,0.2368107317518269
71,0.2331776702074571
72,0.2289207749785471
73,0.2610517932993318
74,0.2445309165189184
75,0.3209302399455077
76,0.2610517932993318
77,0.2859538249655275
78,0.2000959941979559
79,0.3287929024720856
80,0.1931594206343034
81,0.2996834907687893
82,0.2445309165189184
83,0.2758461794574594
84,0.2445309165189184
85,0.2368107317518269
86,0.2859538249655275
87,0.2855608303554974
88,0.2610517932993318
89,0.2855608303554974
90,0.2065385363318183
91,0.2445309165189184
92,0.2289207749785471
93,0.3287929024720856
94,0.2289207749785471
95,0.3122639240817687
96,0.2818709004336067
97,0.2170828859534623
98,0.2289207749785471
99,0.2859538249655275
100,0.2818709004336067
101,0.2170828859534623
102,0.3287929024720856
103,0.2855608303554974
104,0.2610517932993318
105,0.2000959941979559
106,0.2331776702074571
107,0.2368107317518269
108,0.3122639240817687
109,0.2818709004336067
110,0.2859538249655275
111,0.2996834907687893
112,0.3213318828051276
113,0.2758461794574594
114,0.3287929024720856
115,0.3122639240817687
116,0.3213318828051276
117,0.2289207749785471
118,0.2170828859534623
119,0.3209302399455077
120,0.2289207749785471
121,0.2289207749785471
122,0.2368107317518269
123,0.2758461794574594
124,0.2610517932993318
125,0.1931594206343034
126,0.2289207749785471
127,0.3236229090038836
128,0.2818709004336067
129,0.1931594206343034
130,0.3209302399455077
131,0.2445309165189184
132,0.3287929024720856
133,0.3209302399455077
134,0.3209302399455077
135,0.3122639240817687
136,0.3287929024720856
137,0.3236229090038836
138,0.2065385363318183
139,0.3213318828051276
140,0.2855608303554974
141,0.2368107317518269
142,0.3236229090038836
143,0.2996834907687893
144,0.3287929024720856
145,0.2859538249655275
146,0.2065385363318183
147,0.2996834907687893
148,0.2445309165189184
149,0.2289207749785471
150,0.2000959941979559
151,0.2331776702074571
152,0.2610517932993318
153,0.2859538249655275
154,0.2170828859534623
155,0.2610517932993318
156,0.2331776702074571
157,0.3287929024720856
158,0.2445309165189184
159,0.2859538249655275
160,0.2289207749785471
161,0.2331776702074571
162,0.2818709004336067
163,0.1931594206343034
164,0.2368107317518269
165,0.3209302399455077
166,0.3213318828051276
167,0.2818709004336067
168,0.2065385363318183
169,0.3236229090038836
170,0.2065385363318183
171,0.3213318828051276
172,0.2289207749785471
173,0.2610517932993318
174,0.2855608303554974
175,0.2610517932993318
176,0.2818709004336067
177,0.3209302399455077
178,0.2445309165189184
179,0.1931594206343034
180,0.2859538249655275
181,0.2996834907687893
182,0.3213318828051276
183,0.2331776702074571
184,0.3213318828051276
185,0.2610517932993318
186,0.3287929024720856
187,0.2859538249655275
188,0.2289207749785471
189,0.2610517932993318
190,0.2996834907687893
191,0.2000959941979559
192,0.2000959941979559
193,0.2331776702074571
194,0.3236229090038836
195,0.2859538249655275
196,0.2000959941979559
197,0.2170828859534623
198,0.2818709004336067
199,0.3287929024720856
200,0.2818709004336067
201,0.2818709004336067
202,0.2170828859534623
203,0.2289207749785471
204,0.2445309165189184
205,0.2445309165189184
206,0.2331776702074571
207,0.3236229090038836
208,0.2289207749785471
209,0.3209302399455077
210,0.2065385363318183
211,0.2749310554900316
212,0.3147295157142488
213,0.2406899358145829
214,0.3147295157142488
215,0.2406899358145829
216,0.2423929327845684
217,0.2836477613083442
218,0.2616798576442169
219,0.2836477613083442
220,0.2796806858787807
221,0.2616798576442169
222,0.2423929327845684
223,0.2771314855893337
224,0.2726128116705783
225,0.2346571829976011
226,0.2738887536753889
227,0.1995288191002534
228,0.2738887536753889
229,0.2346571829976011
230,0.1961906324509825
231,0.2854056566460443
232,0.2738887536753889
233,0.1995288191002534
234,0.2854056566460443
235,0.2738887536753889
236,0.2726128116705783
237,0.3147295157142488
238,0.2346571829976011
239,0.2346571829976011
240,0.2423929327845684
241,0.3147295157142488
242,0.3147295157142488
243,0.2346571829976011
244,0.1995288191002534
245,0.2616798576442169
246,0.3147295157142488
247,0.2726128116705783
248,0.2854056566460443
249,0.2516799767301365
250,0.2854056566460443
251,0.2749310554900316
252,0.2406899358145829
253,0.1961906324509825
254,0.1961906324509825
255,0.2423929327845684
256,0.2836477613083442
257,0.1995288191002534
258,0.1961906324509825
259,0.3147295157142488
260,0.3147295157142488
261,0.2406899358145829
262,0.2423929327845684
263,0.2749310554900316
264,0.2771314855893337
265,0.1995288191002534
266,0.2836477613083442
267,0.2423929327845684
268,0.2616798576442169
269,0.2516799767301365
270,0.2771314855893337
271,0.1961906324509825
272,0.1995288191002534
273,0.2796806858787807
274,0.1961906324509825
275,0.2836477613083442
276,0.2854056566460443
277,0.1961906324509825
278,0.2406899358145829
279,0.2738887536753889
280,0.2749310554900316
281,0.2516799767301365
282,0.3255683940691569
283,0.2738887536753889
284,0.3255683940691569
285,0.2516799767301365
286,0.3255683940691569
287,0.2406899358145829
288,0.3147295157142488
289,0.2616798576442169
290,0.2771314855893337
291,0.2726128116705783
292,0.2836477613083442
293,0.2406899358145829
294,0.3255683940691569
295,0.2423929327845684
296,0.2726128116705783
297,0.2406899358145829
298,0.1995288191002534
299,0.2516799767301365
300,0.2854056566460443
301,0.2516799767301365
302,0.2836477613083442
303,0.1995288191002534
304,0.2423929327845684
305,0.2423929327845684
306,0.2726128116705783
307,0.1961906324509825
308,0.2516799767301365
309,0.2726128116705783
310,0.2726128116705783
311,0.2726128116705783
312,0.2406899358145829
313,0.2423929327845684
314,0.2749310554900316
315,0.2854056566460443
316,0.1961906324509825
317,0.1961906324509825
318,0.2836477613083442
319,0.2738887536753889
320,0.3255683940691569
321,0.2616798576442169
322,0.2616798576442169
323,0.2726128116705783
324,0.2406899358145829
325,0.2423929327845684
326,0.2616798576442169
327,0.2854056566460443
328,0.2423929327845684
329,0.2423929327845684
330,0.2771314855893337
331,0.2346571829976011
332,0.2423929327845684
333,0.2346571829976011
334,0.2423929327845684
335,0.1961906324509825
336,0.1961906324509825
337,0.2346571829976011
338,0.2836477613083442
339,0.2423929327845684
340,0.2406899358145829
341,0.2616798576442169
342,0.3147295157142488
343,0.2796806858787807
344,0.2726128116705783
345,0.2749310554900316
346,0.2749310554900316
347,0.1995288191002534
348,0.2406899358145829
349,0.3147295157142488
350,0.1961906324509825
351,0.2749310554900316
352,0.3147295157142488
353,0.2516799767301365
354,0.2738887536753889
355,0.2771314855893337
356,0.2771314855893337
357,0.1995288191002534
358,0.2726128116705783
359,0.1995288191002534
360,0.2738887536753889
361,0.2738887536753889
362,0.2726128116705783
363,0.1995288191002534
364,0.2346571829976011
365,0.2516799767301365
366,0.2749310554900316
367,0.2796806858787807
368,0.3147295157142488
369,0.2346571829976011
370,0.3147295157142488
371,0.2726128116705783
372,0.2423929327845684
373,0.2854056566460443
374,0.2836477613083442
375,0.2796806858787807
376,0.2516799767301365
377,0.2738887536753889
378,0.2616798576442169
379,0.2738887536753889
380,0.1995288191002534
381,0.1961906324509825
382,0.1961906324509825
383,0.2854056566460443
384,0.2796806858787807
385,0.3255683940691569
386,0.2423929327845684
387,0.3147295157142488
388,0.2616798576442169
389,0.1961906324509825
390,0.3147295157142488
391,0.2423929327845684
392,0.2516799767301365
393,0.1995288191002534
394,0.1961906324509825
395,0.2854056566460443
396,0.2771314855893337
397,0.2771314855893337
398,0.2516799767301365
399,0.2854056566460443
400,0.2796806858787807
401,0.2854056566460443
402,0.2771314855893337
403,0.2726128116705783
404,0.2516799767301365
405,0.2616798576442169
406,0.2726128116705783
407,0.2738887536753889
408,0.2726128116705783
409,0.2738887536753889
410,0.1961906324509825
411,0.2616798576442169
412,0.1995288191002534
413,0.2616798576442169
414,0.3147295157142488
415,0.2836477613083442
416,0.1961906324509825
417,0.2749310554900316
418,0.2346571829976011
419,0.2796806858787807
420,0.2406899358145829
421,0.2655748002086095
422,0.3083469576900251
423,0.2706370877987432
424,0.2706370877987432
425,0.3121306064217418
426,0.2551370962657943
427,0.2551370962657943
428,0.3430272960597195
429,0.3329080757143841
430,0.2657780884221159
431,0.3329080757143841
432,0.2657780884221159
433,0.2387837906749351
434,0.2796806858787807
435,0.4042427023304663
436,0.2314651390094685
437,0.2441205320071286
438,0.3430272960597195
439,0.2706370877987432
440,0.4042427023304663
441,0.2611340130487799
442,0.2314651390094685
443,0.3329080757143841
444,0.3329080757143841
445,0.3128469041356205
446,0.3083469576900251
447,0.3178653807480886
448,0.2655748002086095
449,0.3128469041356205
450,0.2706370877987432
451,0.2387837906749351
452,0.4042427023304663
453,0.2387837906749351
454,0.2387837906749351
455,0.3083469576900251
456,0.2551370962657943
457,0.2706370877987432
458,0.2314651390094685
459,0.2796806858787807
460,0.3178653807480886
461,0.3128469041356205
462,0.2796806858787807
463,0.2657780884221159
464,0.3178653807480886
465,0.2706370877987432
466,0.4042427023304663
467,0.2387837906749351
468,0.3329080757143841
469,0.3121306064217418
470,0.2611340130487799
471,0.3329080757143841
472,0.3329080757143841
473,0.3430272960597195
474,0.2657780884221159
475,0.2657780884221159
476,0.2441205320071286
477,0.3178653807480886
478,0.3121306064217418
479,0.2611340130487799
480,0.2441205320071286
481,0.3121306064217418
482,0.2611340130487799
483,0.2314651390094685
484,0.2314651390094685
485,0.2314651390094685
486,0.3178653807480886
487,0.2551370962657943
488,0.2611340130487799
489,0.2657780884221159
490,0.2706370877987432
491,0.2174948030201875
492,0.2796806858787807
493,0.3128469041356205
494,0.3430272960597195
495,0.3329080757143841
496,0.2441205320071286
497,0.3083469576900251
498,0.3128469041356205
499,0.4042427023304663
500,0.2551370962657943
501,0.3329080757143841
502,0.2551370962657943
503,0.4042427023304663
504,0.3178653807480886
505,0.3121306064217418
506,0.2441205320071286
507,0.3121306064217418
508,0.2655748002086095
509,0.3430272960597195
510,0.2655748002086095
511,0.2706370877987432
512,0.2611340130487799
513,0.3128469041356205
514,0.2551370962657943
515,0.2387837906749351
516,0.3178653807480886
517,0.3121306064217418
518,0.3083469576900251
519,0.2611340130487799
520,0.4042427023304663
521,0.2655748002086095
522,0.2314651390094685
523,0.3329080757143841
524,0.4042427023304663
525,0.2706370877987432
526,0.3128469041356205
527,0.2655748002086095
528,0.3121306064217418
529,0.2551370962657943
530,0.2611340130487799
531,0.3430272960597195
532,0.2657780884221159
533,0.3083469576900251
534,0.2174948030201875
535,0.2657780884221159
536,0.3083469576900251
537,0.2706370877987432
538,0.2387837906749351
539,0.2657780884221159
540,0.3329080757143841
541,0.3128469041356205
542,0.2441205320071286
543,0.4042427023304663
544,0.3083469576900251
545,0.3329080757143841
546,0.2611340130487799
547,0.2657780884221159
548,0.3083469576900251
549,0.2611340130487799
550,0.3329080757143841
551,0.2655748002086095
